,House 11,House 12,House 16,House 20,House 3,House 4,House 5,House 6,House 8
12:15 AM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12:30 AM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12:45 AM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1:00 AM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1:15 AM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1:30 AM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1:45 AM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2:00 AM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2:15 AM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2:30 AM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2:45 AM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3:00 AM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3:15 AM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3:30 AM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3:45 AM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4:00 AM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4:15 AM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4:30 AM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4:45 AM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5:00 AM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5:15 AM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5:30 AM,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5:45 AM,0.0,0.036000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6:00 AM,0.0,0.032,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6:15 AM,0.068,0.055999999999999994,0.1,0.092,0.06,0.096,0.10400000000000001,0.092,0.1
6:30 AM,0.012,0.132,0.032,0.032,0.008,0.032,0.032,0.032,0.032
6:45 AM,0.004,0.152,0.016,0.012,0.0,0.012,0.016,0.012,0.02
7:00 AM,0.35600000000000004,0.23199999999999998,0.42,0.38799999999999996,0.264,0.42,0.436,0.424,0.428
7:15 AM,0.6759999999999999,0.264,0.82,0.752,0.6,0.8320000000000001,0.8440000000000001,0.8079999999999999,0.8240000000000001
7:30 AM,1.072,0.47200000000000003,1.284,1.192,0.8440000000000001,1.304,1.3159999999999998,1.2919999999999998,1.296
7:45 AM,1.016,1.016,1.228,1.1440000000000001,0.912,1.26,1.264,1.228,1.228
8:00 AM,1.032,0.96,1.22,1.124,0.828,1.244,1.248,1.232,1.248
8:15 AM,1.64,0.7,1.9480000000000002,1.78,1.12,2.036,2.032,1.964,1.984
8:30 AM,0.748,0.48,0.8959999999999999,0.8320000000000001,0.652,0.9079999999999999,0.9159999999999999,0.8959999999999999,0.9079999999999999
8:45 AM,0.9640000000000001,0.47600000000000003,1.176,1.088,0.92,1.196,1.196,1.16,1.168
9:00 AM,1.952,1.788,2.36,2.188,1.632,2.372,2.396,2.336,2.34
9:15 AM,0.72,2.164,0.868,0.804,0.644,0.892,0.9,0.8640000000000001,0.888
9:30 AM,1.16,2.728,1.3559999999999999,1.232,0.956,1.368,1.392,1.348,1.3719999999999999
9:45 AM,0.26,1.636,0.332,0.308,0.252,0.32799999999999996,0.336,0.316,0.332
10:00 AM,0.7959999999999999,2.9360000000000004,0.9440000000000001,0.8759999999999999,0.632,0.9440000000000001,0.9520000000000001,0.94,0.9440000000000001
10:15 AM,1.476,2.54,1.7480000000000002,1.64,1.248,1.776,1.78,1.7080000000000002,1.736
10:30 AM,0.23600000000000002,3.016,0.29600000000000004,0.272,0.20800000000000002,0.29600000000000004,0.3,0.284,0.29600000000000004
10:45 AM,1.5719999999999998,3.2560000000000002,1.8719999999999999,1.736,1.348,1.868,1.9,1.86,1.8719999999999999
11:00 AM,1.3159999999999998,2.02,1.6280000000000001,1.52,1.264,1.6840000000000002,1.672,1.604,1.6119999999999999
11:15 AM,2.028,3.96,2.148,2.052,1.86,2.088,2.164,2.1,2.1719999999999997
11:30 AM,2.552,3.952,2.924,2.7239999999999998,2.38,2.92,2.968,2.892,2.944
11:45 AM,2.52,4.512,2.944,2.7,2.32,2.9960000000000004,3.0239999999999996,2.952,2.992
